ID	gene.symbol.x	chebi.identifier	chebi.name	edge_db	row	gene.symbol.y	analyte1	column	analyte2	cor	p	n	p_adj	edge	chebi.name.child	chebi.id.child	identifier.rank	length.child	chebi.id.ancestor	length.ancestor	chebi.name.ancestor	edge_ancestor2	database
R-HSA-196780	ACACA	CHEBI:32551	L-Lys	ACACA_CHEBI:32551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-196780	ACACA	CHEBI:456215	AMP	ACACA_CHEBI:456215	sp|Q5SWU9-2|ACACA_MOUSE	ACACA	protein	Adenosine 5'-monophosphate	metabolite	-0.330848375964133	1.60621905236358e-5	163	0.00275059568785678	ACACA_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACACA_Adenosine 5'-monophosphate_CHEBI:456215	Reactome
R-HSA-200425	ACACA	CHEBI:17126	CAR	ACACA_CHEBI:17126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-200425	ACACA	CHEBI:17490	L-PCARN	ACACA_CHEBI:17490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-200425	ACACA	CHEBI:30769	CIT	ACACA_CHEBI:30769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2426168	ACACA	CHEBI:15756	Palm	ACACA_CHEBI:15756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2426168	ACACA	CHEBI:17351	LINA	ACACA_CHEBI:17351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2426168	ACACA	CHEBI:27432	ALA	ACACA_CHEBI:27432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2426168	ACACA	CHEBI:61120	Peroxisome Proliferator Receptor Element (PPRE)	ACACA_CHEBI:61120	sp|Q5SWU9-2|ACACA_MOUSE	ACACA	protein	Cytidine 5'-diphosphocholine	metabolite	-0.41808341725241	2.80598981827751e-8	163	2.31080515405567e-5	ACACA_Cytidine 5'-diphosphocholine	CDP-choline	CHEBI:16436	primary	58	CHEBI:61120	20	nucleobase-containing molecular entity	ACACA_Cytidine 5'-diphosphocholine_CHEBI:61120	Reactome
R-HSA-3371599	ACACA	CHEBI:15956	Btn	ACACA_CHEBI:15956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-75105	ACACA	CHEBI:15589	MAL	ACACA_CHEBI:15589	sp|Q5SWU9-2|ACACA_MOUSE	ACACA	protein	malate	metabolite	-0.334905034468044	1.24395633607222e-5	163	0.00229723500541405	ACACA_malate	(S)-malate(2−)	CHEBI:15589	primary	26	CHEBI:15589	26	(S)-malate(2-)	ACACA_malate_CHEBI:15589	Reactome
R-HSA-75105	ACACA	CHEBI:15756	PALM	ACACA_CHEBI:15756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-75105	ACACA	CHEBI:30769	CIT	ACACA_CHEBI:30769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-75105	ACACA	CHEBI:456215	AMP	ACACA_CHEBI:456215	sp|Q5SWU9-2|ACACA_MOUSE	ACACA	protein	Adenosine 5'-monophosphate	metabolite	-0.330848375964133	1.60621905236358e-5	163	0.00275059568785678	ACACA_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACACA_Adenosine 5'-monophosphate_CHEBI:456215	Reactome
R-HSA-422085	PLA2G7	CHEBI:17925	Glc	PLA2G7_CHEBI:17925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-422085	PLA2G7	CHEBI:35366	FAs	PLA2G7_CHEBI:35366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-114604	LCP2	CHEBI:58189	GDP	LCP2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2424491	LCP2	CHEBI:58189	GDP	LCP2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5696394	GPS1	CHEBI:17154	NAM	GPS1_CHEBI:17154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5696394	GPS1	CHEBI:57540	NAD+	GPS1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5696394	GPS1	CHEBI:61120	Distorted dsDNA	GPS1_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	MTAP	CHEBI:16708	Ade	MTAP_CHEBI:16708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	MTAP	CHEBI:17509	MTAD	MTAP_CHEBI:17509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	MTAP	CHEBI:35179	2-Oxoacid	MTAP_CHEBI:35179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	MTAP	CHEBI:57844	L-Met	MTAP_CHEBI:57844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	MTAP	CHEBI:59869	L-amino acid	MTAP_CHEBI:59869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-380972	PRKAA1	CHEBI:456215	AMP	PRKAA1_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-380972	PRKAA1	CHEBI:58189	GDP	PRKAA1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9619483	PRKAA1	CHEBI:58189	GDP	PRKAA1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-181429	PPFIA1	CHEBI:350546	5HT	PPFIA1_CHEBI:350546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-181430	PPFIA1	CHEBI:72587	NAd	PPFIA1_CHEBI:72587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-210500	PPFIA1	CHEBI:29985	L-Glu	PPFIA1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-72731	EIF2B5	CHEBI:58189	GDP	EIF2B5_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-389359	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928662	PAK1	CHEBI:17552	GDP	PAK1_CHEBI:17552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928662	PAK1	CHEBI:29985	L-Glu	PAK1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928662	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928664	PAK1	CHEBI:17552	GDP	PAK1_CHEBI:17552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-428540	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-445144	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5218920	PAK1	CHEBI:32682	L-Arg	PAK1_CHEBI:32682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5218920	PAK1	CHEBI:57743	L-Cit	PAK1_CHEBI:57743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5621575	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9013420	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9013424	PAK1	CHEBI:58189	GDP	PAK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2408522	AIMP2	CHEBI:30021	SeMet	AIMP2_CHEBI:30021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2408522	AIMP2	CHEBI:456215	AMP	AIMP2_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-389359	PAK2	CHEBI:58189	GDP	PAK2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928664	PAK2	CHEBI:17552	GDP	PAK2_CHEBI:17552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-428540	PAK2	CHEBI:58189	GDP	PAK2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5218920	PAK2	CHEBI:32682	L-Arg	PAK2_CHEBI:32682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5218920	PAK2	CHEBI:57743	L-Cit	PAK2_CHEBI:57743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5621575	PAK2	CHEBI:58189	GDP	PAK2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9013420	PAK2	CHEBI:58189	GDP	PAK2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9013424	PAK2	CHEBI:58189	GDP	PAK2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-427389	CBX3	CHEBI:57856	AdoHcy	CBX3_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-6811438	STX5	CHEBI:58189	GDP	STX5_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1236978	PSMD2	CHEBI:16670	Exogenous soluble antigen	PSMD2_CHEBI:16670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1236978	PSMD2	CHEBI:25676	precursor peptide fragment (>16 aa)	PSMD2_CHEBI:25676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1236978	PSMD2	CHEBI:59869	L-amino acid	PSMD2_CHEBI:59869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2559586	ATM	CHEBI:61120	Shortened telomere	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5685938	ATM	CHEBI:61120	dsDNA with inter-SSA deletion	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5685942	ATM	CHEBI:61120	Heteroduplex DNA with D-loop structure with extended pairing between invading strand and complementary heteroduplex strand	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5693548	ATM	CHEBI:61120	DNA double-strand break ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5693554	ATM	CHEBI:61120	ss-gap-reannealed DNA	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5693568	ATM	CHEBI:61120	Holliday structure	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5693579	ATM	CHEBI:61120	Heteroduplex DNA with D-loop structure with extended pairing between invading strand and complementary heteroduplex strand	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5693616	ATM	CHEBI:61120	3' overhanging DNA at resected DSB ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-6804760	ATM	CHEBI:57856	AdoHcy	ATM_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9701192	ATM	CHEBI:61120	3' overhanging DNA at resected DSB ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9704331	ATM	CHEBI:61120	3' overhanging DNA at resected DSB ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9704646	ATM	CHEBI:61120	3' overhanging DNA at resected DSB ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9709570	ATM	CHEBI:61120	3' overhanging DNA at resected DSB ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9709603	ATM	CHEBI:61120	3' overhanging DNA at resected DSB ends	ATM_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1433557	GRB10	CHEBI:58189	GDP	GRB10_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-74751	GRB10	CHEBI:58189	GDP	GRB10_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9607240	GRB10	CHEBI:58189	GDP	GRB10_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-427389	MTA1	CHEBI:57856	AdoHcy	MTA1_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-73762	MTA1	CHEBI:61120	rDNA Promoter	MTA1_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8849932	PTPRS	CHEBI:29985	L-Glu	PTPRS_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-425366	SLC14A1	CHEBI:16737	CREAT	SLC14A1_CHEBI:16737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-165160	PDE3B	CHEBI:456215	AMP	PDE3B_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1483148	PLD1	CHEBI:57597	G3P	PLD1_CHEBI:57597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1483148	PLD1	CHEBI:60377	CMP	PLD1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1483166	PLD1	CHEBI:30879	Alcohol	PLD1_CHEBI:30879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1483166	PLD1	CHEBI:57540	NAD+	PLD1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1483166	PLD1	CHEBI:57560	LCFA(-)	PLD1_CHEBI:57560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1483166	PLD1	CHEBI:57597	G3P	PLD1_CHEBI:57597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2453902	MYO7A	CHEBI:15756	PALM	MYO7A_CHEBI:15756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2453902	MYO7A	CHEBI:16196	OLEA	MYO7A_CHEBI:16196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2453902	MYO7A	CHEBI:17351	LINA	MYO7A_CHEBI:17351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2453902	MYO7A	CHEBI:57540	NAD+	MYO7A_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9646399	DYNC1I2	CHEBI:58189	GDP	DYNC1I2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-113507	ORC2	CHEBI:61120	origin of replication	ORC2_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-176187	ORC2	CHEBI:61120	Persistent single-stranded DNA	ORC2_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-68616	ORC2	CHEBI:61120	origin of replication	ORC2_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-68689	ORC2	CHEBI:61120	origin of replication	ORC2_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-68962	ORC2	CHEBI:61120	origin of replication	ORC2_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:15361	PYR	NNT_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:15562	ISCIT	NNT_CHEBI:15562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:15589	MAL	NNT_CHEBI:15589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:16810	2OG	NNT_CHEBI:16810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:18012	FUMA	NNT_CHEBI:18012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:30031	SUCCA	NNT_CHEBI:30031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:30769	CIT	NNT_CHEBI:30769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:57540	NAD+	NNT_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:58189	GDP	NNT_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-71403	NNT	CHEBI:58937	TDP	NNT_CHEBI:58937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-6811440	GOLGA4	CHEBI:58189	GDP	GOLGA4_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-446203	TUSC3	CHEBI:66914	UDP-Gal	TUSC3_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5223345	TUSC3	CHEBI:32513	L-His	TUSC3_CHEBI:32513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5223345	TUSC3	CHEBI:32551	L-Lys	TUSC3_CHEBI:32551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5223345	TUSC3	CHEBI:32682	L-Arg	TUSC3_CHEBI:32682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9694548	TUSC3	CHEBI:15903	beta-D-glucose	TUSC3_CHEBI:15903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8985586	MYO9B	CHEBI:58189	GDP	MYO9B_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9035034	MYO9B	CHEBI:58189	GDP	MYO9B_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928662	ROCK1	CHEBI:17552	GDP	ROCK1_CHEBI:17552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928662	ROCK1	CHEBI:29985	L-Glu	ROCK1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928662	ROCK1	CHEBI:58189	GDP	ROCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3928663	ROCK1	CHEBI:58189	GDP	ROCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-416572	ROCK1	CHEBI:17552	GDP	ROCK1_CHEBI:17552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-416572	ROCK1	CHEBI:58189	GDP	ROCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-109704	GAB1	CHEBI:61120	Unmethylated CpG DNA	GAB1_CHEBI:61120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1236382	GAB1	CHEBI:58189	GDP	GAB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5637810	GAB1	CHEBI:58189	GDP	GAB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5655253	GAB1	CHEBI:58189	GDP	GAB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5655291	GAB1	CHEBI:58189	GDP	GAB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5655302	GAB1	CHEBI:58189	GDP	GAB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
