gene.symbol.x	ID	chebi.name	chebi.identifier	edge_db	row	gene.symbol.y	analyte1	column	analyte2	cor	p	n	p_adj	edge	chebi.name.child	chebi.id.child	identifier.rank	length.child	chebi.id.ancestor	length.ancestor	chebi.name.ancestor	edge_ancestor2	database
SLC25A11	RHEA:71599	maleate	CHEBI:30780	SLC25A11_CHEBI:30780	sp|Q9CR62|M2OM_MOUSE	SLC25A11	protein	Maleate	metabolite	0.3621237738879401	2.034944363238367e-6	163	4.336141176099561e-5	SLC25A11_Maleate	maleate(2−)	CHEBI:30780	primary	26	CHEBI:30780	26	maleate(2-)	SLC25A11_Maleate_CHEBI:30780	Rhea
SLC25A11	RHEA:71603	2-oxoglutarate	CHEBI:16810	SLC25A11_CHEBI:16810	sp|Q9CR62|M2OM_MOUSE	SLC25A11	protein	alpha-Ketoglutarate	metabolite	-0.2418622252776821	0.00186809188671355	163	0.01245331239432288	SLC25A11_alpha-Ketoglutarate	2-oxoglutarate(2−)	CHEBI:16810	primary	24	CHEBI:16810	24	2-oxoglutarate(2-)	SLC25A11_alpha-Ketoglutarate_CHEBI:16810	Rhea
GSTM4	RHEA:16437	glutathione	CHEBI:57925	GSTM4_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM4	RHEA:51220	glutathione	CHEBI:57925	GSTM4_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM4	RHEA:53508	glutathione	CHEBI:57925	GSTM4_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GSTM4	RHEA:17617	glutathione	CHEBI:57925	GSTM4_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACY1	RHEA:15565	an N-acyl-L-amino acid	CHEBI:59874	ACY1_CHEBI:59874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACY1	RHEA:15565	a carboxylate	CHEBI:29067	ACY1_CHEBI:29067	sp|Q99JW2|ACY1_MOUSE	ACY1	protein	N-Acetyl-DL-methionine	metabolite	-0.36492139881382984	1.6731462852970225e-6	163	3.6704335689632104e-5	ACY1_N-Acetyl-DL-methionine	N-acetyl-D-methionine(1−)	CHEBI:85220	primary	22	CHEBI:29067	19	carboxylic acid anion	ACY1_N-Acetyl-DL-methionine_CHEBI:29067	Rhea
ACY1	RHEA:15565	an L-alpha-amino acid	CHEBI:59869	ACY1_CHEBI:59869	sp|Q99JW2|ACY1_MOUSE	ACY1	protein	L-Aspartic acid	metabolite	0.35949430314078135	2.4419236239747732e-6	163	5.06251961958735e-5	ACY1_L-Aspartic acid	L-aspartate(1−)	CHEBI:29991	primary	37	CHEBI:59869	14	L-alpha-amino acid zwitterion	ACY1_L-Aspartic acid_CHEBI:59869	Rhea
ACY1	RHEA:67440	N(alpha)-acetyl-L-methionine	CHEBI:71670	ACY1_CHEBI:71670	sp|Q99JW2|ACY1_MOUSE	ACY1	protein	N-Acetyl-DL-methionine	metabolite	-0.36492139881382984	1.6731462852970225e-6	163	3.6704335689632104e-5	ACY1_N-Acetyl-DL-methionine	N-acetyl-L-methionine(1−)	CHEBI:71670	primary	22	CHEBI:71670	22	N-acetyl-L-methionine(1-)	ACY1_N-Acetyl-DL-methionine_CHEBI:71670	Rhea
ACY1	RHEA:67440	L-methionine	CHEBI:57844	ACY1_CHEBI:57844	sp|Q99JW2|ACY1_MOUSE	ACY1	protein	L-Methionine	metabolite	0.30100398869498257	9.448776098119892e-5	163	0.00108877259956042	ACY1_L-Methionine	L-methionine zwitterion	CHEBI:57844	primary	14	CHEBI:57844	14	L-methionine zwitterion	ACY1_L-Methionine_CHEBI:57844	Rhea
MVK	RHEA:17065	(R)-mevalonate	CHEBI:36464	MVK_CHEBI:36464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MVK	RHEA:17065	ADP	CHEBI:456216	MVK_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TAP1	RHEA:65972	ADP	CHEBI:456216	TAP1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TAP2	RHEA:65972	ADP	CHEBI:456216	TAP2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ATP7A	RHEA:25792	ADP	CHEBI:456216	ATP7A_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GLO1	RHEA:19069	glutathione	CHEBI:57925	GLO1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GLO1	RHEA:19069	methylglyoxal	CHEBI:17158	GLO1_CHEBI:17158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACVR1	RHEA:18673	ADP	CHEBI:456216	ACVR1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MST1R	RHEA:10596	ADP	CHEBI:456216	MST1R_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PTK2	RHEA:10596	ADP	CHEBI:456216	PTK2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:32731	a fatty acid	CHEBI:28868	LIPE_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:12044	a fatty acid	CHEBI:28868	LIPE_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:15245	a fatty acid	CHEBI:28868	LIPE_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38379	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38383	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:33875	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38575	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:13933	hexadecanoate	CHEBI:7896	LIPE_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38455	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38487	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38491	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:39935	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:39939	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPE	RHEA:38659	(9Z)-octadecenoate	CHEBI:30823	LIPE_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKCD	RHEA:17989	ADP	CHEBI:456216	PRKCD_CHEBI:456216	sp|P28867|KPCD_MOUSE	PRKCD	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2341967420107193	0.0026213169865481	163	0.01631380997270138	PRKCD_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	PRKCD_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
PRKCD	RHEA:46608	ADP	CHEBI:456216	PRKCD_CHEBI:456216	sp|P28867|KPCD_MOUSE	PRKCD	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2341967420107193	0.0026213169865481	163	0.01631380997270138	PRKCD_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	PRKCD_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
PRKCD	RHEA:10596	ADP	CHEBI:456216	PRKCD_CHEBI:456216	sp|P28867|KPCD_MOUSE	PRKCD	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2341967420107193	0.0026213169865481	163	0.01631380997270138	PRKCD_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	PRKCD_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
FPGS	RHEA:10580	L-glutamate	CHEBI:29985	FPGS_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FPGS	RHEA:10580	ADP	CHEBI:456216	FPGS_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC18A2	RHEA:73743	serotonin	CHEBI:350546	SLC18A2_CHEBI:350546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC18A2	RHEA:73739	dopamine	CHEBI:59905	SLC18A2_CHEBI:59905	sp|Q8BRU6|VMAT2_MOUSE	SLC18A2	protein	Dopamine	metabolite	0.3034497394853539	1.7745555168069416e-4	148	0.00183340823481964	SLC18A2_Dopamine	dopaminium(1+)	CHEBI:59905	primary	13	CHEBI:59905	13	dopaminium(1+)	SLC18A2_Dopamine_CHEBI:59905	Rhea
BTK	RHEA:10596	ADP	CHEBI:456216	BTK_CHEBI:456216	sp|P35991|BTK_MOUSE	BTK	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.3438743886224471	1.8758155521325648e-5	148	2.82661795485439e-4	BTK_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	BTK_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
PPAT	RHEA:14905	L-glutamate	CHEBI:29985	PPAT_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GFPT1	RHEA:13237	D-glucosamine 6-phosphate	CHEBI:58725	GFPT1_CHEBI:58725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GFPT1	RHEA:13237	L-glutamate	CHEBI:29985	GFPT1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AOX1	RHEA:16829	an aldehyde	CHEBI:17478	AOX1_CHEBI:17478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AOX1	RHEA:16829	a carboxylate	CHEBI:29067	AOX1_CHEBI:29067	tr|G3X8P9|G3X8P9_MOUSE	AOX1	protein	Creatine	metabolite	-0.33799422454724615	0.00119759743800784	89	0.00871624062111873	AOX1_Creatine	creatinate	CHEBI:66924	primary	21	CHEBI:29067	19	carboxylic acid anion	AOX1_Creatine_CHEBI:29067	Rhea
PRDX1	RHEA:62620	an alcohol	CHEBI:30879	PRDX1_CHEBI:30879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CDK18	RHEA:17989	ADP	CHEBI:456216	CDK18_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CDK18	RHEA:46608	ADP	CHEBI:456216	CDK18_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PDE4B	RHEA:25277	AMP	CHEBI:456215	PDE4B_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TNK2	RHEA:10596	ADP	CHEBI:456216	TNK2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TNK2	RHEA:17989	ADP	CHEBI:456216	TNK2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TNK2	RHEA:46608	ADP	CHEBI:456216	TNK2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DHX9	RHEA:13065	ADP	CHEBI:456216	DHX9_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DDR1	RHEA:10596	ADP	CHEBI:456216	DDR1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
EHHADH	RHEA:22432	NAD(+)	CHEBI:57540	EHHADH_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
EHHADH	RHEA:31159	NAD(+)	CHEBI:57540	EHHADH_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
EHHADH	RHEA:40267	NAD(+)	CHEBI:57540	EHHADH_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
EHHADH	RHEA:31187	NAD(+)	CHEBI:57540	EHHADH_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CYP4F3	RHEA:17149	an alcohol	CHEBI:30879	CYP4F3_CHEBI:30879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PDE4D	RHEA:25277	AMP	CHEBI:456215	PDE4D_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DMPK	RHEA:17989	ADP	CHEBI:456216	DMPK_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DMPK	RHEA:46608	ADP	CHEBI:456216	DMPK_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MGAT5	RHEA:16921	UDP	CHEBI:58223	MGAT5_CHEBI:58223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MGAT2	RHEA:12941	UDP	CHEBI:58223	MGAT2_CHEBI:58223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GALNT2	RHEA:23956	UDP	CHEBI:58223	GALNT2_CHEBI:58223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GALNT2	RHEA:52424	UDP	CHEBI:58223	GALNT2_CHEBI:58223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GALNT1	RHEA:23956	UDP	CHEBI:58223	GALNT1_CHEBI:58223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GALNT1	RHEA:52424	UDP	CHEBI:58223	GALNT1_CHEBI:58223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:21616	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:48260	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:18021	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:48248	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:48244	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:47560	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL1	RHEA:48240	CMP	CHEBI:60377	ST3GAL1_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ST3GAL3	RHEA:52316	CMP	CHEBI:60377	ST3GAL3_CHEBI:60377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MAP4K2	RHEA:17989	ADP	CHEBI:456216	MAP4K2_CHEBI:456216	sp|Q61161|M4K2_MOUSE	MAP4K2	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2272693216239236	0.00352818808290256	163	0.02066372638458485	MAP4K2_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	MAP4K2_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
MAP4K2	RHEA:46608	ADP	CHEBI:456216	MAP4K2_CHEBI:456216	sp|Q61161|M4K2_MOUSE	MAP4K2	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2272693216239236	0.00352818808290256	163	0.02066372638458485	MAP4K2_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	MAP4K2_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
MERTK	RHEA:10596	ADP	CHEBI:456216	MERTK_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CHD3	RHEA:13065	ADP	CHEBI:456216	CHD3_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DPYD	RHEA:18093	5,6-dihydrouracil	CHEBI:15901	DPYD_CHEBI:15901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DPYD	RHEA:18093	uracil	CHEBI:17568	DPYD_CHEBI:17568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DPYD	RHEA:58284	thymine	CHEBI:17821	DPYD_CHEBI:17821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
STK4	RHEA:17989	ADP	CHEBI:456216	STK4_CHEBI:456216	sp|Q9JI11|STK4_MOUSE	STK4	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2729177032689042	4.239327114989866e-4	163	0.00375661664628846	STK4_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	STK4_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
STK4	RHEA:46608	ADP	CHEBI:456216	STK4_CHEBI:456216	sp|Q9JI11|STK4_MOUSE	STK4	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2729177032689042	4.239327114989866e-4	163	0.00375661664628846	STK4_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	STK4_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
COASY	RHEA:18245	ADP	CHEBI:456216	COASY_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACACA	RHEA:11308	ADP	CHEBI:456216	ACACA_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PLA2G7	RHEA:41191	propanoate	CHEBI:17272	PLA2G7_CHEBI:17272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PLA2G7	RHEA:41195	butanoate	CHEBI:17968	PLA2G7_CHEBI:17968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PLA2G7	RHEA:41199	pentanoate	CHEBI:31011	PLA2G7_CHEBI:31011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PLA2G7	RHEA:41159	glutarate	CHEBI:30921	PLA2G7_CHEBI:30921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MTAP	RHEA:11852	S-methyl-5'-thioadenosine	CHEBI:17509	MTAP_CHEBI:17509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MTAP	RHEA:11852	adenine	CHEBI:16708	MTAP_CHEBI:16708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKAA1	RHEA:17989	ADP	CHEBI:456216	PRKAA1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKAA1	RHEA:46608	ADP	CHEBI:456216	PRKAA1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKAA1	RHEA:20333	ADP	CHEBI:456216	PRKAA1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKAA1	RHEA:23172	ADP	CHEBI:456216	PRKAA1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKAA1	RHEA:12801	ADP	CHEBI:456216	PRKAA1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PRKAA1	RHEA:53904	ADP	CHEBI:456216	PRKAA1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PAK1	RHEA:17989	ADP	CHEBI:456216	PAK1_CHEBI:456216	sp|O88643|PAK1_MOUSE	PAK1	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.26358680263857936	6.746538111803702e-4	163	0.00548175695880999	PAK1_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	PAK1_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
PAK1	RHEA:46608	ADP	CHEBI:456216	PAK1_CHEBI:456216	sp|O88643|PAK1_MOUSE	PAK1	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.26358680263857936	6.746538111803702e-4	163	0.00548175695880999	PAK1_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	PAK1_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
PRDX4	RHEA:62620	an alcohol	CHEBI:30879	PRDX4_CHEBI:30879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MAP2K5	RHEA:17989	ADP	CHEBI:456216	MAP2K5_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MAP2K5	RHEA:46608	ADP	CHEBI:456216	MAP2K5_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MAP2K5	RHEA:10596	ADP	CHEBI:456216	MAP2K5_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MAPK7	RHEA:17989	ADP	CHEBI:456216	MAPK7_CHEBI:456216	sp|Q9WVS8|MK07_MOUSE	MAPK7	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.252836360214985	0.0019329820008711	148	0.01279625977513935	MAPK7_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	MAPK7_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
MAPK7	RHEA:46608	ADP	CHEBI:456216	MAPK7_CHEBI:456216	sp|Q9WVS8|MK07_MOUSE	MAPK7	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.252836360214985	0.0019329820008711	148	0.01279625977513935	MAPK7_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	MAPK7_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
